Axis1,Axis2,Axis3,Vector Magnitude,RR,label
99,32,94,140.22,8.496,0
2,54,131,141.71,0.265,0
114,95,68,163.23,0.371,0
57,30,88,109.06,0.298,0
72,105,112,169.57,0.282,0
27,37,189,194.47,0.375,0
43,38,45,72.92,0.327,0
0,0,48,48.0,3.71,0
0,0,8,8.0,0.6,0
0,24,25,34.66,1.986,0
32,75,79,113.53,0.545,0
206,200,124,312.75,7.27,0
98,93,164,212.48,0.267,0
41,20,53,69.93,0.374,0
12,10,10,18.55,0.289,0
0,0,0,0.0,0.763,0
84,45,58,111.56,5.383,0
88,21,45,101.04,1.102,0
0,34,0,34.0,0.543,0
0,0,0,0.0,0.542,0
0,0,0,0.0,0.543,0
0,0,0,0.0,0.545,0
102,117,98,183.57,0.539,0
9,42,34,54.78,0.533,0
20,23,59,66.41,0.528,0
31,26,10,41.68,0.526,0
23,34,7,41.64,0.522,0
0,0,0,0.0,0.525,0
0,0,0,0.0,0.534,0
0,5,0,5.0,0.549,0
0,0,0,0.0,0.584,0
0,0,0,0.0,0.589,0
0,0,0,0.0,0.596,0
0,20,0,20.0,0.603,0
0,0,0,0.0,0.589,0
0,0,0,0.0,0.596,0
0,2,0,2.0,0.585,0
0,21,0,21.0,0.57,0
9,16,28,33.48,0.567,0
5,0,0,5.0,0.567,0
27,11,20,35.36,0.57,0
2,0,34,34.06,0.603,0
0,0,10,10.0,0.569,0
4,6,33,33.78,0.579,0
2,6,24,24.82,0.591,0
74,101,110,166.66,0.585,0
144,169,224,315.39,0.575,0
30,29,81,91.12,0.553,0
77,58,118,152.37,0.547,0
29,24,42,56.4,0.538,0
62,51,17,82.06,0.547,0
2,0,56,56.04,0.551,0
11,17,24,31.4,0.559,0
43,17,33,56.81,0.561,0
43,173,78,194.58,0.794,0
44,252,107,277.29,0.779,0
21,36,71,82.33,0.699,0
31,68,107,130.51,0.706,0
55,53,108,132.28,0.688,0
36,52,82,103.56,0.602,0
1,8,71,71.46,0.581,0
58,56,38,89.13,0.57,0
97,169,61,204.18,0.562,0
50,117,71,145.71,0.554,0
0,43,22,48.3,0.557,0
6,56,18,59.13,0.564,0
4,0,0,4.0,0.559,0
0,0,0,0.0,0.552,0
0,9,0,9.0,0.561,0
9,0,31,32.28,0.582,0
21,0,54,57.94,0.563,0
14,0,23,26.93,0.573,0
0,0,0,0.0,0.573,0
0,0,0,0.0,0.578,0
0,0,0,0.0,0.59,0
0,0,0,0.0,0.575,0
0,0,0,0.0,0.572,0
0,0,0,0.0,0.556,0
0,0,0,0.0,0.551,0
0,0,0,0.0,0.552,0
0,0,0,0.0,0.56,0
0,0,0,0.0,0.571,0
0,0,0,0.0,0.571,0
0,0,0,0.0,0.565,0
0,0,0,0.0,0.556,0
0,0,0,0.0,0.546,0
0,0,0,0.0,0.541,0
0,0,0,0.0,0.532,0
0,0,0,0.0,0.532,0
0,0,0,0.0,0.531,0
0,0,0,0.0,0.537,0
0,0,0,0.0,0.534,0
61,105,74,142.2,0.536,0
0,78,47,91.07,0.534,0
0,22,0,22.0,0.53,0
0,0,0,0.0,0.531,0
0,0,0,0.0,0.537,0
0,0,0,0.0,0.539,0
0,0,0,0.0,0.55,0
0,0,0,0.0,0.55,0
0,0,0,0.0,0.539,0
0,0,0,0.0,0.536,0
0,0,0,0.0,0.539,0
0,0,0,0.0,0.555,0
0,0,0,0.0,0.555,0
0,0,0,0.0,0.557,0
0,0,0,0.0,0.583,0
0,0,0,0.0,0.763,0
0,0,0,0.0,0.735,0
0,0,0,0.0,0.668,0
16,23,48,55.58,0.66,0
79,21,21,84.4,0.617,0
3,0,1,3.16,0.605,0
8,13,3,15.56,0.576,0
0,0,7,7.0,0.568,0
0,0,0,0.0,0.571,0
7,0,21,22.14,0.58,0
16,0,40,43.08,0.645,0
20,23,35,46.41,0.816,0
6,0,6,8.49,0.698,0
0,0,0,0.0,0.689,0
0,0,0,0.0,0.637,0
0,0,0,0.0,0.602,0
0,0,0,0.0,0.586,0
0,0,0,0.0,0.578,0
0,0,0,0.0,0.577,0
0,0,0,0.0,0.587,0
0,0,0,0.0,0.599,0
29,1,17,33.63,0.616,0
28,10,20,35.83,0.599,0
6,7,1,9.27,0.589,0
10,14,18,24.9,0.586,0
104,107,173,228.46,0.581,0
58,41,127,145.51,0.568,0
89,133,93,185.09,0.557,0
19,67,41,80.81,0.552,0
0,0,20,20.0,0.548,0
2,0,8,8.25,0.551,0
0,0,0,0.0,0.555,0
0,0,0,0.0,0.558,0
0,0,0,0.0,0.567,0
0,0,0,0.0,0.562,0
0,0,0,0.0,0.55,0
0,0,0,0.0,0.583,0
0,0,0,0.0,0.578,0
0,0,0,0.0,0.57,0
0,0,0,0.0,0.568,0
0,0,0,0.0,0.563,0
0,0,0,0.0,0.555,0
0,0,0,0.0,0.547,0
0,0,0,0.0,0.547,0
0,0,0,0.0,0.551,0
0,0,0,0.0,0.575,0
0,0,0,0.0,0.739,0
0,0,0,0.0,0.745,0
0,0,0,0.0,0.729,0
0,0,0,0.0,0.712,0
0,0,0,0.0,0.677,0
0,0,0,0.0,0.651,0
0,0,0,0.0,0.614,0
0,0,0,0.0,0.627,0
0,0,0,0.0,0.606,0
7,0,0,7.0,0.603,0
0,0,0,0.0,0.592,0
0,0,0,0.0,0.595,0
0,0,0,0.0,0.597,0
0,0,0,0.0,0.598,0
0,0,0,0.0,0.592,0
0,0,0,0.0,0.579,0
0,0,0,0.0,0.598,0
0,0,0,0.0,0.6,0
0,0,0,0.0,0.614,0
0,0,0,0.0,0.634,0
54,88,42,111.46,0.613,0
20,23,37,47.94,0.624,0
9,19,51,55.16,0.631,0
88,36,76,121.72,0.64,0
46,0,53,70.18,0.652,0
13,0,2,13.15,0.631,0
0,0,0,0.0,0.603,0
0,0,0,0.0,0.602,0
0,0,0,0.0,0.59,0
0,0,0,0.0,0.575,0
0,0,0,0.0,0.565,0
0,0,0,0.0,0.556,0
0,0,0,0.0,0.544,0
0,0,0,0.0,0.674,0
10,0,0,10.0,0.64,0
50,37,47,77.96,0.628,0
49,15,129,138.81,0.612,0
95,120,217,265.54,0.597,0
60,26,146,159.97,0.603,0
88,124,138,205.34,0.606,0
27,21,189,192.07,0.626,0
0,0,54,54.0,0.602,0
5,15,111,112.12,0.599,0
49,41,33,71.91,0.582,0
17,5,46,49.3,0.567,0
6,0,0,6.0,0.557,0
4,0,0,4.0,0.541,0
0,0,0,0.0,0.542,0
0,0,0,0.0,0.544,0
0,0,0,0.0,0.564,0
0,0,0,0.0,0.599,0
0,0,0,0.0,0.913,0
0,0,0,0.0,0.749,0
0,0,0,0.0,0.722,0
73,48,61,106.56,0.642,0
83,47,64,114.87,0.632,0
57,156,240,291.86,0.6,0
83,57,83,130.49,0.59,0
51,0,57,76.49,0.567,0
35,65,38,83.03,0.568,0
76,77,74,131.08,0.571,0
87,49,95,137.82,0.59,0
236,76,34,250.26,0.674,0
73,163,160,239.79,0.793,0
67,94,146,186.12,0.742,0
0,107,28,110.6,0.824,0
8,50,29,58.35,0.657,0
4,13,27,30.23,0.75,0
0,0,0,0.0,0.678,0
0,0,0,0.0,0.677,0
0,0,0,0.0,0.644,0
1,0,8,8.06,0.643,0
31,6,64,71.37,0.639,0
0,0,1,1.0,0.617,0
25,0,0,25.0,0.674,0
7,0,0,7.0,0.682,0
0,0,0,0.0,0.675,0
0,0,0,0.0,0.692,0
0,0,0,0.0,0.636,0
0,0,0,0.0,0.648,0
0,0,0,0.0,0.623,0
0,0,0,0.0,0.634,0
0,0,0,0.0,0.647,0
0,0,0,0.0,0.652,0
0,0,0,0.0,0.642,0
0,0,0,0.0,0.653,0
0,0,0,0.0,0.633,0
0,0,0,0.0,0.609,0
0,0,0,0.0,0.61,0
0,0,0,0.0,0.609,0
0,0,0,0.0,0.616,0
96,44,41,113.28,0.62,0
44,77,55,104.36,0.627,0
132,83,60,167.07,0.605,0
38,99,19,107.73,0.613,0
7,74,7,74.66,0.629,0
0,5,0,5.0,0.649,0
0,0,0,0.0,0.614,0
13,2,14,19.21,0.61,0
21,119,108,162.07,0.608,0
0,25,56,61.33,0.622,0
22,65,0,68.62,0.651,0
0,2,0,2.0,0.628,0
0,0,8,8.0,0.612,0
55,0,0,55.0,0.598,0
60,0,5,60.21,0.599,0
47,0,9,47.85,0.586,0
6,0,0,6.0,0.578,0
0,0,0,0.0,0.578,0
0,0,0,0.0,0.572,0
0,0,0,0.0,0.57,0
0,0,0,0.0,0.57,0
0,0,0,0.0,0.573,0
2,0,0,2.0,0.57,0
149,101,9,180.23,0.57,0
97,65,36,122.19,0.563,0
77,36,37,92.7,0.681,0
1,10,42,43.19,0.654,0
116,33,80,144.72,0.614,0
48,48,114,132.68,0.58,0
54,94,115,158.04,0.568,0
70,37,71,106.35,0.551,0
51,1,47,69.36,0.541,0
58,17,27,66.2,0.538,0
26,150,173,230.45,0.545,0
7,59,51,78.3,0.551,0
0,25,17,30.23,0.564,0
0,0,0,0.0,0.597,0
0,0,0,0.0,0.573,0
0,0,0,0.0,0.569,0
0,0,0,0.0,0.572,0
0,0,0,0.0,0.6,0
0,0,0,0.0,0.729,0
0,0,0,0.0,0.738,0
0,0,0,0.0,0.682,0
0,0,0,0.0,0.706,0
0,0,0,0.0,0.699,0
0,0,0,0.0,0.715,0
0,0,0,0.0,0.724,0
0,0,0,0.0,0.701,0
0,0,0,0.0,0.648,0
0,0,0,0.0,0.617,0
0,0,0,0.0,0.608,0
0,0,0,0.0,0.599,0
0,0,0,0.0,0.593,0
0,0,0,0.0,0.582,0
0,0,0,0.0,0.588,0
0,0,0,0.0,0.592,0
0,0,0,0.0,0.588,0
39,0,29,48.6,0.592,0
63,0,31,70.21,0.601,0
16,0,11,19.42,0.631,0
17,0,17,24.04,0.653,0
0,0,0,0.0,0.638,0
0,0,0,0.0,0.606,0
0,0,0,0.0,0.623,0
0,0,0,0.0,0.625,0
0,0,0,0.0,0.628,0
0,0,0,0.0,0.621,0
0,0,0,0.0,0.634,0
0,0,0,0.0,0.621,0
24,0,45,51.0,0.601,0
0,0,10,10.0,0.58,0
18,0,12,21.63,0.587,0
0,0,0,0.0,0.576,0
0,0,0,0.0,0.58,0
5,4,0,6.4,0.597,0
119,130,124,215.49,0.619,0
18,58,61,86.08,0.646,0
0,34,18,38.47,0.698,0
0,0,0,0.0,0.692,0
0,0,0,0.0,0.647,0
0,0,0,0.0,0.682,0
66,33,17,75.72,0.652,0
105,23,54,120.29,0.654,0
80,63,203,227.11,0.604,0
213,150,225,344.23,0.598,0
30,48,15,58.56,0.578,0
59,55,10,81.28,0.576,0
6,1,0,6.08,0.579,0
0,0,0,0.0,0.595,0
