Axis1,Axis2,Axis3,Vector Magnitude,RR,label
190,87,144,253.78,0.829,0
41,149,108,188.54,0.774,0
19,176,54,185.08,0.779,0
189,261,150,355.45,0.8,0
185,371,109,428.66,0.843,0
315,212,82,388.45,0.784,0
99,159,84,205.28,0.755,0
23,273,30,275.6,0.765,0
25,103,53,118.5,0.808,0
29,153,81,175.53,0.847,0
27,149,36,155.65,0.901,0
136,41,76,161.1,0.859,0
132,191,197,304.49,0.811,0
131,39,151,203.67,0.813,0
116,97,116,190.58,0.848,0
30,82,121,149.21,0.891,0
23,20,59,66.41,0.954,0
0,4,19,19.42,0.921,0
0,8,12,14.42,0.851,0
33,70,54,94.37,0.861,0
7,60,87,105.92,0.873,0
10,31,44,54.74,0.88,0
35,44,58,80.78,0.869,0
42,40,21,61.68,0.83,0
48,78,33,97.35,0.809,0
43,41,64,87.33,0.844,0
7,109,97,146.08,0.889,0
14,21,48,54.23,0.91,0
60,133,52,154.9,0.869,0
82,18,70,109.31,0.839,0
88,154,53,185.12,0.822,0
158,203,46,261.32,0.752,0
62,87,95,142.96,0.787,0
128,128,122,218.29,0.935,0
26,0,62,67.23,1.023,0
38,32,11,50.88,0.992,0
7,20,162,163.38,0.874,0
99,52,117,161.85,0.798,0
28,71,96,122.64,0.802,0
52,1,42,66.85,0.849,0
2,47,54,71.62,0.904,0
81,69,127,165.68,0.93,0
116,121,92,191.21,0.855,0
63,146,104,190.0,0.855,0
4,49,24,54.71,0.878,0
22,44,18,52.38,0.911,0
0,0,0,0.0,0.932,0
0,3,0,3.0,0.892,0
19,27,0,33.02,0.842,0
24,14,0,27.78,0.866,0
0,0,0,0.0,0.881,0
95,81,163,205.32,0.902,0
96,146,236,293.65,0.946,0
107,60,151,194.55,0.917,0
224,428,196,521.32,0.837,0
131,190,203,307.36,0.784,0
51,48,30,76.19,0.78,0
73,21,44,87.78,0.776,0
71,145,140,213.7,0.823,0
160,173,319,396.6,0.879,0
86,180,180,268.69,0.826,0
107,144,414,451.2,0.78,0
261,379,178,493.4,0.762,0
347,250,134,448.18,0.741,0
46,6,48,66.75,0.751,0
119,154,86,212.77,0.252,0
193,395,124,456.78,0.572,0
212,276,161,383.46,0.502,0
37,52,68,93.26,0.345,0
19,58,72,94.39,0.811,0
24,93,90,131.62,0.762,0
76,168,95,207.42,0.784,0
57,78,79,124.8,0.91,0
45,154,51,168.35,1.062,0
103,79,36,134.71,0.677,0
31,47,29,63.33,0.418,0
99,117,52,161.85,1.064,0
25,16,26,39.46,1.021,0
68,139,48,162.02,0.99,0
69,12,38,79.68,0.935,0
169,58,81,196.18,0.91,0
232,321,305,499.89,0.916,0
127,323,43,349.72,0.931,0
57,42,32,77.7,0.932,0
22,24,54,63.06,0.981,0
24,17,38,48.05,0.92,0
38,85,61,111.31,0.874,0
288,154,111,344.94,0.878,0
41,178,136,227.73,0.92,0
233,244,166,376.01,0.954,0
57,42,40,81.32,0.995,0
54,1,43,69.04,1.0,0
0,0,0,0.0,0.683,0
0,0,0,0.0,0.676,0
0,6,0,6.0,0.662,0
8,48,0,48.66,0.66,0
0,39,1,39.01,0.666,0
45,16,33,58.05,0.682,0
136,102,61,180.61,0.735,0
149,88,224,283.06,0.758,0
167,70,276,330.1,0.748,0
112,7,72,133.33,0.775,0
124,15,220,252.98,0.766,0
21,38,56,70.86,0.754,0
13,41,32,53.61,0.728,0
103,17,107,149.49,0.701,0
151,5,10,151.41,0.691,0
87,0,3,87.05,0.67,0
108,0,21,110.02,0.65,0
166,69,389,428.53,0.636,0
32,47,57,80.51,0.631,0
6,18,0,18.97,0.632,0
9,0,7,11.4,0.661,0
231,185,93,310.22,0.737,0
50,60,65,101.61,0.773,0
216,231,110,334.84,0.776,0
100,41,0,108.08,0.827,0
39,66,2,76.69,0.872,0
179,110,265,338.18,0.881,0
36,87,82,124.86,0.877,0
0,14,1,14.04,0.846,0
3,2,11,11.58,0.79,0
26,19,0,32.2,0.744,0
1,0,0,1.0,0.734,0
0,0,0,0.0,0.731,0
0,0,0,0.0,0.736,0
2,0,0,2.0,0.763,0
0,0,0,0.0,0.784,0
0,0,0,0.0,0.754,0
0,0,0,0.0,0.745,0
0,0,0,0.0,0.766,0
0,0,0,0.0,0.78,0
25,8,0,26.25,0.781,0
0,4,5,6.4,0.809,0
16,21,11,28.6,0.812,0
0,0,0,0.0,0.796,0
0,0,0,0.0,0.774,0
6,0,0,6.0,0.729,0
35,25,0,43.01,0.696,0
12,10,3,15.91,0.696,0
18,14,59,63.25,0.712,0
107,240,128,292.29,0.742,0
116,104,166,227.66,0.764,0
10,69,126,144.0,0.767,0
2,9,83,83.51,0.773,0
52,4,77,93.0,0.786,0
34,0,36,49.52,0.779,0
5,0,39,39.32,0.777,0
27,162,199,258.02,0.758,0
10,72,110,131.85,0.737,0
22,103,47,115.33,0.735,0
0,9,0,9.0,0.716,0
0,0,0,0.0,0.717,0
0,0,0,0.0,0.751,0
0,0,0,0.0,0.782,0
3,2,0,3.61,0.806,0
29,13,1,31.8,0.805,0
2,0,0,2.0,0.84,0
0,0,0,0.0,0.815,0
0,0,0,0.0,0.805,0
0,0,0,0.0,0.815,0
0,0,0,0.0,0.799,0
0,0,0,0.0,0.808,0
0,0,0,0.0,0.784,0
0,0,0,0.0,0.758,0
0,0,0,0.0,0.765,0
0,0,0,0.0,0.746,0
8,5,2,9.64,0.741,0
