Axis1,Axis2,Axis3,Vector Magnitude,RR,label
37,23,49,65.57,0.703,0
3,24,94,97.06,0.723,0
30,4,120,123.76,0.686,0
33,6,113,117.87,0.691,0
14,1,80,81.22,0.703,0
33,13,127,131.86,0.704,0
6,2,82,82.24,0.73,0
36,18,145,150.48,0.742,0
29,4,86,90.85,0.724,0
0,0,65,65.0,0.739,0
51,35,115,130.58,0.767,0
47,105,75,137.33,0.783,0
20,12,72,75.68,0.811,0
29,10,94,98.88,0.814,0
6,4,48,48.54,0.762,0
9,24,9,27.17,0.783,0
24,14,42,50.36,0.781,0
6,5,19,20.54,0.789,0
12,13,32,36.57,0.777,0
10,7,16,20.12,0.752,0
8,14,33,36.73,0.756,0
40,62,69,101.02,0.771,0
29,10,98,102.69,0.8,0
49,8,68,84.2,0.804,0
24,4,18,30.27,0.795,0
91,32,76,122.8,0.83,0
194,66,153,255.74,0.866,0
10,57,17,60.32,0.879,0
34,119,36,128.89,0.811,0
49,48,37,77.94,0.811,0
55,5,47,72.52,0.807,0
8,6,7,12.21,0.778,0
85,13,10,86.57,0.741,0
38,8,6,39.29,0.729,0
33,0,0,33.0,0.847,0
8,0,0,8.0,0.789,0
0,0,0,0.0,0.845,0
0,0,0,0.0,0.847,0
0,0,0,0.0,0.811,0
0,0,0,0.0,0.807,0
0,0,0,0.0,0.835,0
0,0,0,0.0,0.846,0
0,0,0,0.0,0.84,0
0,0,0,0.0,0.808,0
7,30,3,30.95,0.854,0
5,25,3,25.67,0.87,0
62,13,23,67.39,0.819,0
61,69,228,245.9,0.842,0
46,53,144,160.19,0.8,0
51,40,104,122.54,0.823,0
68,53,40,95.04,0.908,0
42,46,44,76.26,0.928,0
92,81,85,149.16,0.873,0
38,89,26,100.2,0.96,0
26,15,37,47.64,0.963,0
27,23,16,38.91,0.888,0
47,54,153,168.92,0.872,0
83,91,66,139.74,0.903,0
111,85,102,173.06,0.869,0
61,59,128,153.58,0.854,0
83,82,73,137.63,0.912,0
110,51,154,196.0,0.907,0
130,172,62,224.34,0.885,0
61,17,48,79.46,0.843,0
11,68,21,72.01,0.809,0
13,36,10,39.56,0.848,0
41,2,25,48.06,0.846,0
73,18,135,154.53,0.813,0
116,7,128,172.88,0.804,0
11,1,1,11.09,0.814,0
6,2,10,11.83,0.834,0
4,8,16,18.33,0.836,0
0,0,0,0.0,0.813,0
3,1,1,3.32,0.859,0
0,0,0,0.0,0.855,0
0,0,0,0.0,0.786,0
64,103,9,121.6,0.76,0
19,115,33,121.14,0.765,0
15,87,0,88.28,0.788,0
4,22,0,22.36,0.768,0
0,0,0,0.0,0.808,0
0,0,0,0.0,0.84,0
0,6,3,6.71,0.864,0
26,20,30,44.45,0.833,0
1,0,0,1.0,0.879,0
2,0,1,2.24,0.927,0
0,0,0,0.0,0.94,0
0,0,0,0.0,0.946,0
0,0,0,0.0,0.946,0
0,0,0,0.0,0.893,0
0,0,0,0.0,0.838,0
0,0,0,0.0,0.887,0
0,0,0,0.0,0.945,0
0,0,0,0.0,0.909,0
0,0,0,0.0,0.889,0
0,0,0,0.0,0.887,0
0,0,0,0.0,0.945,0
0,0,0,0.0,1.021,0
0,0,0,0.0,1.024,0
0,0,0,0.0,0.984,0
0,0,0,0.0,1.004,0
0,0,0,0.0,1.005,0
0,0,0,0.0,0.952,0
23,7,5,24.56,0.903,0
70,206,77,230.79,0.969,0
20,87,10,89.83,1.031,0
4,101,18,102.67,0.998,0
122,224,187,316.27,0.955,0
0,0,0,0.0,1.037,0
0,0,0,0.0,1.051,0
0,0,0,0.0,0.967,0
0,0,0,0.0,0.99,0
0,0,0,0.0,1.037,0
0,0,0,0.0,1.067,0
0,0,0,0.0,0.975,0
0,0,0,0.0,0.947,0
0,0,0,0.0,1.021,0
0,0,0,0.0,1.062,0
0,0,0,0.0,0.979,0
0,0,0,0.0,0.956,0
0,0,0,0.0,0.998,0
0,0,0,0.0,0.897,0
0,0,0,0.0,0.884,0
0,0,0,0.0,0.962,0
14,5,5,15.68,0.989,0
87,127,35,157.87,0.965,0
0,38,32,49.68,0.919,0
0,50,1,50.01,0.973,0
3,22,1,22.23,1.047,0
27,119,70,140.68,1.036,0
13,49,22,55.26,0.965,0
3,30,5,30.56,1.062,0
0,6,4,7.21,1.062,0
0,0,0,0.0,1.084,0
0,0,0,0.0,0.992,0
75,42,80,117.43,1.024,0
67,44,27,84.58,1.066,0
55,26,30,67.83,1.084,0
1,8,3,8.6,0.979,0
8,17,13,22.85,0.981,0
0,2,0,2.0,1.039,0
0,0,0,0.0,1.025,0
0,0,0,0.0,1.018,0
0,0,0,0.0,1.033,0
2,26,2,26.15,1.021,0
26,31,22,46.05,0.947,0
11,58,10,59.87,0.873,0
0,2,0,2.0,0.908,0
0,0,0,0.0,0.962,0
0,0,0,0.0,0.969,0
0,0,0,0.0,1.013,0
17,32,11,37.87,0.96,0
2,2,0,2.83,0.951,0
0,0,0,0.0,0.865,0
0,0,0,0.0,0.909,0
1,0,1,1.41,0.861,0
