Axis1,Axis2,Axis3,Vector Magnitude,RR,label
49,0,74,88.75,0.831,0
173,8,167,240.59,0.829,0
211,51,276,351.14,0.859,0
107,93,86,165.81,0.9,0
258,151,287,414.41,0.894,0
93,121,340,372.68,0.852,0
196,70,240,317.67,0.824,0
268,154,175,355.2,0.808,0
343,134,146,396.13,0.773,0
164,118,170,264.05,0.746,0
215,222,175,355.15,0.733,0
270,153,445,542.53,0.717,0
151,200,328,412.78,0.722,0
74,189,108,229.92,0.721,0
104,104,88,171.39,0.592,0
133,127,128,224.06,0.808,0
79,262,79,284.83,0.693,0
85,135,84,180.29,0.687,0
67,3,136,151.64,0.399,0
79,63,140,172.66,0.288,0
191,61,101,224.51,0.67,0
39,86,77,121.84,0.685,0
239,141,76,287.71,0.682,0
262,318,139,434.84,0.677,0
88,55,202,227.1,0.673,0
297,132,80,334.71,0.679,0
274,193,150,367.19,0.679,0
71,94,58,131.3,0.67,0
40,41,58,81.52,0.67,0
19,37,45,61.28,0.653,0
20,4,4,20.78,0.635,0
63,35,137,154.8,0.626,0
8,87,100,132.79,0.62,0
80,55,209,230.45,0.633,0
116,161,170,261.3,0.636,0
67,151,106,196.28,0.646,0
57,55,120,143.78,0.654,0
17,21,78,82.55,0.682,0
42,67,75,108.99,0.688,0
28,33,24,49.49,0.693,0
85,138,77,179.44,0.699,0
86,175,195,275.76,0.664,0
106,229,22,253.3,0.662,0
6,0,0,6.0,0.666,0
2,21,6,21.93,0.665,0
16,0,98,99.3,0.688,0
15,55,95,110.79,0.688,0
20,22,63,69.66,0.701,0
10,6,49,50.37,0.684,0
20,41,47,65.5,0.672,0
0,9,24,25.63,0.672,0
26,34,36,55.93,0.672,0
0,15,36,39.0,0.663,0
12,17,35,40.72,0.637,0
57,33,49,82.09,0.659,0
33,92,92,134.23,0.659,0
93,132,118,199.99,0.648,0
49,118,62,142.02,0.631,0
66,90,42,119.25,0.626,0
68,62,37,99.18,0.619,0
114,63,52,140.25,0.61,0
32,3,65,72.51,0.61,0
18,23,23,37.18,0.611,0
0,6,23,23.77,0.615,0
38,3,56,67.74,0.623,0
77,50,48,103.6,0.669,0
15,28,34,46.53,0.762,0
108,77,15,133.48,0.797,0
65,45,25,82.92,0.826,0
0,14,5,14.87,0.785,0
1,27,0,27.02,0.78,0
8,8,0,11.31,0.772,0
18,13,0,22.2,0.763,0
8,5,0,9.43,0.742,0
48,0,0,48.0,0.729,0
69,119,43,144.12,0.753,0
82,90,30,125.4,0.758,0
95,138,152,226.21,0.737,0
5,75,9,75.7,0.726,0
22,18,11,30.48,0.719,0
0,23,13,26.42,0.716,0
31,127,59,143.43,0.736,0
39,125,15,131.8,0.682,0
1,29,20,35.24,0.688,0
0,0,0,0.0,0.675,0
0,0,0,0.0,0.674,0
0,0,0,0.0,0.671,0
0,0,0,0.0,0.706,0
0,0,0,0.0,0.699,0
0,5,0,5.0,0.699,0
1,46,11,47.31,0.688,0
0,0,0,0.0,0.684,0
15,103,10,104.57,0.694,0
