Axis1,Axis2,Axis3,Vector Magnitude,RR,label
19,0,0,19.0,0.676,0
49,0,5,49.25,0.598,0
108,34,3,113.27,0.596,0
45,5,0,45.28,0.624,0
99,0,46,109.17,0.321,0
0,0,0,0.0,0.326,0
76,0,53,92.66,0.264,0
70,15,24,75.5,0.5,0
47,31,7,56.74,0.336,0
16,16,13,26.1,0.319,0
55,11,101,115.53,2.637,0
27,13,58,65.28,0.259,0
2,27,47,54.24,0.688,0
46,41,39,72.92,0.701,0
37,33,78,92.42,4.042,0
49,37,31,68.78,0.467,0
35,30,1,46.11,0.287,0
40,57,32,76.64,0.281,0
89,73,20,116.83,2.182,0
38,21,18,47.0,0.468,0
49,64,40,89.98,0.297,0
0,2,42,42.05,0.321,0
0,0,5,5.0,0.268,0
29,27,12,41.4,3.81,0
102,112,57,161.85,0.495,0
80,84,98,151.86,0.305,0
78,108,58,145.3,0.305,0
22,31,47,60.45,2.428,0
31,0,36,47.51,0.273,0
23,11,64,68.89,4.235,0
105,112,54,162.74,0.54,0
61,45,2,75.83,0.537,0
46,39,26,65.67,0.353,0
7,0,0,7.0,0.624,0
4,0,0,4.0,0.36,0
0,0,0,0.0,0.313,0
0,0,0,0.0,3.607,0
0,0,0,0.0,0.56,0
0,0,0,0.0,0.605,0
21,11,13,27.04,0.611,0
0,0,0,0.0,0.654,0
31,33,42,61.76,0.652,0
21,140,53,151.16,0.727,0
6,68,37,77.65,0.713,0
89,56,222,245.64,0.751,0
72,60,53,107.67,0.75,0
44,0,81,92.18,0.712,0
30,0,14,33.11,0.694,0
0,0,0,0.0,0.671,0
61,0,0,61.0,0.648,0
32,41,40,65.61,0.61,0
37,23,44,61.92,0.579,0
12,19,99,101.52,0.561,0
20,28,64,72.66,0.543,0
33,51,23,64.95,0.541,0
95,55,60,125.1,0.555,0
59,62,30,90.69,0.668,0
166,14,163,233.07,0.662,0
59,8,29,66.23,0.634,0
48,16,41,65.12,0.626,0
22,4,39,44.96,0.615,0
11,41,34,54.39,0.597,0
29,45,47,71.24,0.591,0
44,118,57,138.24,0.584,0
143,216,120,285.49,0.573,0
116,162,89,218.22,0.477,0
51,24,103,117.41,0.32,0
99,205,59,235.17,0.602,0
81,95,23,126.94,0.853,0
62,125,53,149.26,0.544,0
58,115,106,166.81,1.072,0
59,112,215,249.5,0.526,0
0,14,53,54.82,0.521,0
0,0,26,26.0,0.524,0
0,0,0,0.0,0.535,0
40,22,79,91.24,0.547,0
43,27,15,52.94,0.559,0
