Axis1,Axis2,Axis3,Vector Magnitude,RR,label
19,120,72,141.23,6.5120000000000005,0
89,188,113,236.72,0.453,0
107,30,94,145.55,0.374,0
127,65,120,186.42,0.478,0
68,185,65,207.54,0.706,0
98,185,97,230.73,0.582,0
4,1,29,29.29,0.894,0
1,10,16,18.89,1.563,0
6,0,9,10.82,0.836,0
0,0,11,11.0,0.719,0
12,66,14,68.53,0.806,0
55,69,82,120.46,0.468,0
38,66,51,91.66,0.858,0
22,9,105,107.66,14.055,0
10,18,79,81.64,0.287,0
0,15,50,52.2,0.564,0
0,0,0,0.0,0.493,0
0,0,0,0.0,1.742,0
0,0,0,0.0,1.219,0
0,0,0,0.0,0.261,0
0,0,0,0.0,0.364,0
0,8,24,25.3,7.777,0
5,55,114,126.67,0.27,0
0,0,0,0.0,0.374,0
0,0,0,0.0,0.626,0
5,0,21,21.59,2.5540000000000003,0
14,19,107,109.57,1.979,0
21,66,67,96.36,5.809,0
91,143,75,185.35,1.317,0
144,128,142,239.34,3.674,0
101,131,50,172.81,0.665,0
112,144,76,197.63,0.71,0
42,73,95,126.96,0.738,0
53,54,84,113.05,0.762,0
40,81,79,120.01,0.76,0
58,83,85,132.2,0.725,0
54,74,72,116.52,0.684,0
123,197,53,238.22,0.665,0
97,134,63,177.01,0.64,0
136,192,72,246.06,0.632,0
52,42,66,93.94,0.623,0
23,105,77,132.22,0.62,0
64,148,87,183.22,0.611,0
32,37,83,96.34,0.607,0
81,147,217,274.33,0.618,0
99,2,116,152.52,0.636,0
21,0,0,21.0,0.656,0
69,44,48,94.87,0.671,0
0,15,65,66.71,0.664,0
8,23,113,115.59,0.647,0
7,87,101,133.49,0.63,0
90,124,123,196.48,0.617,0
95,80,42,131.11,0.607,0
48,102,75,135.4,0.593,0
37,10,27,46.88,0.592,0
48,3,32,57.77,0.592,0
88,19,3,90.08,0.577,0
208,53,48,219.95,0.588,0
46,130,71,155.1,0.606,0
134,83,192,248.41,0.631,0
0,18,77,79.08,0.674,0
37,30,57,74.28,0.699,0
8,1,8,11.36,0.694,0
88,32,0,93.64,0.701,0
39,0,0,39.0,0.492,0
0,0,0,0.0,0.918,0
