Axis1,Axis2,Axis3,Vector Magnitude,RR,label
0,0,8,8.0,18.514,0
43,43,64,88.28,0.268,0
16,2,53,55.4,0.645,0
0,0,0,0.0,0.681,0
0,0,0,0.0,0.771,0
0,0,0,0.0,0.776,0
0,0,0,0.0,0.749,0
0,0,0,0.0,0.799,0
0,6,0,6.0,0.869,0
0,0,0,0.0,0.91,0
53,111,46,131.32,0.86,0
35,8,14,38.54,0.795,0
28,36,18,49.03,0.741,0
74,54,6,91.8,0.712,0
28,140,86,166.67,0.683,0
25,5,19,31.8,0.655,0
11,66,9,67.51,0.708,0
0,27,3,27.17,0.744,0
0,10,14,17.2,0.758,0
0,19,76,78.34,0.77,0
20,0,37,42.06,0.755,0
5,0,11,12.08,0.753,0
0,0,18,18.0,0.731,0
0,0,0,0.0,0.75,0
0,0,0,0.0,0.732,0
0,0,0,0.0,0.722,0
0,0,0,0.0,0.707,0
0,0,0,0.0,0.703,0
20,0,58,61.35,0.729,0
0,0,22,22.0,0.551,0
0,0,12,12.0,0.296,0
0,7,12,13.89,0.912,0
11,6,50,51.55,0.271,0
0,0,4,4.0,0.251,0
0,0,0,0.0,1.989,0
0,0,0,0.0,0.391,0
0,0,0,0.0,0.783,0
0,0,0,0.0,0.771,0
0,0,0,0.0,0.539,0
0,0,0,0.0,0.251,0
0,0,0,0.0,0.256,0
0,0,0,0.0,0.357,0
121,79,70,160.57,9.245,0
64,62,61,107.99,0.533,0
26,52,19,61.16,0.372,0
134,218,125,284.79,12.458,0
138,82,85,181.64,0.712,0
66,23,31,76.46,0.744,0
9,0,2,9.22,0.761,0
0,0,0,0.0,0.525,0
0,0,0,0.0,0.915,0
0,0,0,0.0,0.725,0
0,0,0,0.0,0.739,0
0,0,0,0.0,0.764,0
0,0,0,0.0,0.754,0
107,150,76,199.31,0.718,0
48,81,35,100.45,0.707,0
7,84,51,98.52,0.697,0
70,105,18,127.47,0.699,0
55,96,71,131.46,0.718,0
28,54,154,165.58,0.671,0
156,79,193,260.43,0.696,0
51,4,47,69.47,0.679,0
0,12,0,12.0,0.672,0
0,1,0,1.0,0.673,0
56,27,2,62.2,0.685,0
28,34,0,44.05,0.679,0
26,36,2,44.45,0.676,0
49,0,0,49.0,0.65,0
0,0,0,0.0,0.66,0
10,0,0,10.0,0.688,0
26,22,11,35.79,0.732,0
6,5,0,7.81,0.754,0
20,0,0,20.0,0.699,0
29,0,0,29.0,0.69,0
0,0,0,0.0,0.703,0
0,0,0,0.0,0.744,0
5,2,7,8.83,0.82,0
109,108,115,191.76,0.914,0
140,154,59,216.33,0.813,0
53,139,43,154.85,0.782,0
